50 dặm	fifty-mile
trúc	small bamboo, invory bamboo, reed
trục	axis
trực	to be on duty
trục đứng	pivot
trực tiếp	direct
trục trặc	blockage
trực tràng	rectum
trục xe	axle
trục xuất	banish, deport
trụi	naked, bear (chicken without feather, burnt all)
trùm	to cover,to put on
trung	mid, medium
trùng	coincide; same; an earthworm
trũng	depressed, sunken, hollow
trừng	to glower, to glare at
trừng 	stare
trung bình	average
trưng dụng cho quân đội	commandeer
trùng khớp	coincidental
trung lập	neutral
trung niên	middle aged
trừng phạt	punish
Trung Quốc	China
trung sỹ	sergeant
trung tâm	centre, central, center
trung thành	loyal
trung thực	honest
trùng với	coincide
trước	front, prior, before, ahead
trước đây	before, in front
trước khi	before
trước tiên	first
trườn sang	scramble
trương	to swell, to be bloated
trường	school; field
trưởng	chief
trưởng 	chief
trường công	public school
trường học	school
trường hợp	case, instance
trương lên	bloat
trường mẫu giáo	kindergarden
trưởng thành	grown-up, mature
trường tiểu học	elementary school
trường tư	private school
trượt	glide, slide, slip
trượt bánh	skid
trút	devolve
truy	to pursue, to seek, to inquire (into)
truy cập	access
truy tố	prosecute
truyền	circulate, transmit; pass down to
truyện	story
truyền cảm hứng	inspire
truyền đạt	convey, transfer (knowledge, power...)
truyền giáo	missionary
truyền thống	tradition
truyền tin	communicate
tu	to improve (mind, structure)
tù	prison; to shell
tủ	cabinet
tư	four, fourth
tụ	reassemble, gather together
tứ	four
từ	since, from; word
tử	death
tự	since, from
tù 	prison, jail
tụ 	converge, gather, meet
tứ 	four
tự bản thân	self rely
từ bắt đầu	onset, from beginning
từ bỏ	abdicate, renounce, waive
tư cách	virtue, character
tự cao	arrogant, think highly of self
tự cao tự đại	egotistical
tứ chi 	limbs, four parts of body
từ chối	reject, deny, refuse
từ chức	resign
tử cung	womb
tự đại	arrogant, think grandly of self
từ điển	dictionary
tự do	liberty, freedom
tự động	automatic
từ giã	farewell
tự giác	self aware
tự hào	proud
tụ hợp	congregate
tự làm	homemade
tủ lạnh	refrigerator
tự nguyện	voluntary
tư nhân	private
tự phát	spontanous
từ phía 	from direction
tự phụ	cocky
tủ quần áo	closet
tủ sách	bookcase
tư thế	posture
tư thế đĩnh đạc	poise
tử thi	cadaver
từ thiện	charity
tự tin	confident
từ tốn	demure
từ trần	depart life, pass away
tư vấn	advise, consult
tự vệ	defensive
tu viện	abbey
tu viện trưởng	abbot
từ vựng	vocabulary
tựa	title topic; lean on; such as
tựa trên vật gì	recline
tuần	week
tuân 	compliant, follow order
tuần này	this week
tuân phục 	obedient and subordination
tuân theo	obey, adhere, comply
tuân thủ	abide, comply, follow and enforce order
tuần trăng mật	honeymoon
tục	vulgar
tức	inside pressure; upset
tức giận	angry
tức là	which means
tức thì	instant
tức thời	instant
túi	pocket, pouch, bag
tùm	with a plop
tụng	to chant
từng	each
tung 	to launch, throw
từng nét một	one stroke at a time
tước	strip, cut off, remove from
tước bỏ	divest, deprive, remove from
tước đoạt	seize
tuối	age
tươi	fresh
tưới	water, to irrigate, to sprinkle
tuối dậy thì	puberty
tươi sáng	bright
tuối thơ	childhood
tuối trung niên	middle age
tuối trưởng thành	adulthood
tuồng	sort, kind
tương	soybean jam; thick soy sauce
tướng	general
tường	wall
tưởng	to think
tượng	statue
tường 	wall
tượng đài	monument
tương đương	equivalent
tương lai	future
tương phản	contrast
tượng sáp	waxwork
tương thích	compatible
tương tự	similar, alike
tưởng tượng	imagine
tương xứng	matching, compatible
túp lều	hut, tent
tụt	lag, fall behind
tuy	although
tùy	depending
tủy	marrow
tụy	pancrea, pancreatic
tùy chỉnh	custom
tùy chọn	option
tùy nghi	discretionary
tuy nhiên	though, however
tùy theo	depending on
tùy theo điều kiện nào	whichever
tùy ý	discretion
tuyên bố 	announce, declare
tuyển dụng	recruit
tuyển tập văn thơ	anthology
tuyên thệ	oath
tuyết	snow
tuyệt	fabulous; extreme; terminating (an action)
tuyết 	snow
tuyệt 	great
tuyệt chủng	extinct
tuyết đã rơi	snowed
tuyệt đối	absolute
tuyết lở	avalanche
tuyết rơi	snowfall
tuyết trắng	snow-white
tuyệt vời	excellent, amazing
tuyệt vọng	forlorn, desperate, despair
tỷ	billion
tỷ lệ	proportion
tỷ lệ phần trăm	percentage
ù	fast, swiftly; chubby round size
ủ	brew, incubate
u ám	gloom
u buồn	morose
ủ dột 	sullen and gloomy
u nang	cyst
u sầu	melancholy
u tuyến	adenoma
úa	brown; waning
ưa	be fond of, like
ức	to choke with anger; the chest
uế	dirty wastes
uể oải	slack
ủi	to iron
um tùm	bushy, thick wooded
um tùm cỏ dại	weedy
ung	rot
ứng cử	candidacy
ứng cử viên	candidate
ung dung	cavalier
ủng hộ	favor, advocate, supportive
ứng nghiệm	fulfilled
ung thư	cancer
ứng viên	applicant
ước	to wish
ước lượng	estimate
ước nguyện	desideratum
ước tính	computation
ươn	spoil
uốn cong	bend
uống	drink
uống 	drink
ướt	wet
úp	to upturn, to turn over
ưu thế	advantage
ưu tiên	priority
ủy ban	committee
ủy mị	sentimental
ủy quyền	delegate
uy tín	prestige
vá	shovel, ladle; to mend
và	and
vả	to slap
và 	and
va chạm	collide, bump into
vác	carry
vạc	to carve; a night heron(bird)
vách	wall
vạch	to draw, to point out, to outline
vách cao	high-walled
vách đá	cliff
vai	shoulder
vái	bow
vài	few
vải	canvas, cloth
vại	large container
vai 	shoulder
vải len thô	duffel
vải mỏng dính	sheer fabric
vải vóc	drapery
vạm vỡ	stout
vạm vỡ nhất	stoutest
van	beseech, plead
ván	board, plank
văn	literature
vấn	to wind; to roll
vần	rhyme; verse
vẫn	still
vạn	ten thousand
vận	destiny, fortune
vặn	twist
văn 	literature, writing
văn bản	text
vặn chặt	screw
vận chuyển	transport
vẫn còn	remain, is still
vấn đề	matter, problem
vận động chính sách	advocacy
vận động hành lang	lobby
vận động viên	athlete
vận hành	operate
văn hay 	writing well
văn hóa	culture
văn học	literature
văn minh	civilized, civilization
văn phòng	office
vận rủi	draught
vận tải hàng hóa	freight
văn thư lưu trữ	archive
vận tốc	velocity
vạn vật	all beings
vặn vẹo	wriggle
van xin	beg
vang	to echo
váng	film, scum
vàng	yellow(color); gold (metal)
vâng	yes, yep, yeah
vầng	crest
vắng	secluded
vang 	echo loudly
vàng hoe	blond
vâng lời	obedient
vắng mặt	absent
vàng nhạt	yellowish
vành	rim
vành đai	hoop
vào	enter, into, on
vào bàn	on the table
vào khi	at the time of
vào nơi	arriving at
vào trong	into
vấp	to trip, to stumble to flounder, to make (mistakes)
vắt	terrestrial leech
vật	material, object, item, thing
vặt	trifling, petty, odd
vất 	toss away
vật kèm theo	accompaniment
vật không tên	widget
vật liệu	material
vật lộn	toil, wrestle
vật lý	physics
vật thế chấp	collateral
vật tư	depot
vất vả	drudgery
vất vả 	hardwork, laboring
vay	borrow
váy	skirt, dress
vây	fin
vấy	smeared
vầy	so, this way, like this
vẫy	wave
vẩy	flake, scab
vậy	so then
vây 	fins, to surround
vẩy 	flake, skin scales, to wag
vậy 	so
vẫy cờ	flagged
vay mượn	loan
vay thế chấp	mortgage
ve	tick
vé	ticket
vẽ	draw
về	(to) go home, return to, about
vẻ	look, appearance, sound
vệ	edge, side
vẻ 	seems, appear
vê be	Weber
về đằng nội	paternal
về đêm	nocturnal
vẻ đẹp	beauty
về hướng đông	eastbound
về một bên	aside
về nhà	go/return home
về phía trước	forward
vệ sĩ	bodyguard
vệ sinh	sanitary
về sự	about
vệ tinh	satellite
ve vẩy 	wag
ven	fringe, edge
ven biển	coastal
véo	pinch
vết	stain, blot, trace
vết bẩn	taint, dirt
vết nứt	crack
vết sẹo	scar
vết thâm	bruise
vết thương	wound
ví	wallet,purse
vì	because
vị	taste
ví 	to compare; a wallet, purse
vì 	because
vĩ đại	great
vĩ độ	latitude
ví dụ	example
ví dụ 	for example
vi khuẩn	bacteria
vi phạm	breach, violate
vì sao	star; why
vi ta min	vitamin
vị thành niên	juvenile, minor
ví tiền	wallet of money
vị trí	position
vi trùng	germ
vỉa hè	veranda, sidewalk
việc	job, work
việc 	work, task
việc làm	work, task
việc làm có hại	misdeed
việc lặt vặt	chore, errand
việc phải làm	agenda
viêm	inflammation
viêm gan	hepatitis
viêm phế quản	bronchitis
viêm phối	pneumonia
viên	pellet
viền	edge
viện	department
viên 	pellet, a member of
viện bảo tàng	museum
viễn cảnh	prospect
viên chức	officer
viện lý do	make excuse
viện lý lẽ	make excuse
viện sĩ hàn lâm	academician
viện trợ	aid
viễn tưởng	fiction
viếng	visit
viết	write
việt	vietnamese
viết ngoáy	scrabble
viết tắt	abbreviate
viết thành kịch	dramatization
viết thêm vào	append
vĩnh cửu	eternal
vinh hạnh	honor
vinh quang	glory
vĩnh viễn 	permanent, forever
vịt	duck
vịt 	duck
vịt con	duckling
vịt đực	drake
vò	to crumple up, to crush up
vô	enter; negate word (un)
võ	wasted
vố	a blow, trick
vồ	to prey, catch
vỗ	to clap, slap
vỏ	shell
vơ	grab
vớ	sock
vờ	pretend
vỡ	mudguard
vở	notebook, classifier for story
vợ	wife
vỗ 	pat
vỡ 	to break
vỏ cây	bark
vô danh	nameless, unknown
vô đạo đức	immoral
vô địch	champion
vô định hình	amorphous
vô hạn	infinite
vô hiệu	vain, ineffective
vô hồn	lifeless
vô ích	useless
vở kịch cho sân khấu	drama
vô lý	absurd
vô nghĩa	nonsense, pointless
vò nhàu	crumple, make wrinkle
vỗ nhẹ	pat
vô số	countless
vô tận	endless
vỗ tay	clap
vô thần	atheist
vô tư	carefree
vô tư lự	unconcern
vỗ về	comfort, sooth
vóc	size, figure
voi	elephant
vói	reach
vòi	pleading
vôi	lime(stone), calcium oxide
với	with
vội	in a hurry, hasty
voi 	elephant
vội 	hurry, haste
vòi (nước)	tap
vòi hoa sen	showerhead
vòi nước	faucet
với tôi	with me
với tới	reach
vội vã 	hurry, hasty
vội vàng	hurry, hasty
vòm	cove, canopy
vốn	capital, bond, fund
vòng	circular, ring
võng	hammock
vọng	to echo, to resound
võng 	hammock
vọng 	to echo, expectations
vòng cố	necklace
vòng đeo tay	bracelet
vòng hoa	wreath
vòng tay	bosom
vòng tròn	circle
vớt	picked
vọt 	to leap to, spurt out
vú	breast
vụ	season, time
vụ 	service, the event of
vụ bê bối	scandal
vũ khí	weapon
vũ trụ	universe, cosmic
vua	king
vừa	fits
vừa 	just, fit
vừa khít	snug
vừa nói vừa trèo	said as he climbed
vừa phải	moderate
vừa qua	just passed
vực	chasm, abyss
vực 	to raise upward, recoup forcefully, the cliff
vực sâu	abyss
vui	fun, joy
vùi 	buried
vui chơi 	playing
vui mừng	glad
vui tánh	genial
vui thích	delectate
vui tươi	jubilant, joyous
vui vẻ	fun, zest, joy, jolly
vụn vặt	futile
vung	flowrish, brandish
vũng	puddle
vụng	clumsy
vững	firm, steady
vụng 	clumsy
vùng đất	region
vùng đất đầy mặt trời	sunland
vùng đất hướng nam	southland
vùng hoang vu	wilderness region
vũng nước	puddle of water
vụng về	awkward, clumsy
vuờn	garden
vườn	garden
vườn cây ăn quả	orchard
vườn cây ăn trái	orchard
vườn sau	backyard
vườn thú	zoo
vương	king
vướng	to be burdened
vượng	prosperous, thriving
vuông góc	perpendicular
vương miện	crown
vương quốc	kingdom
vuốt	to stroke, rub gently
vượt	cross
vượt qua	overcome, exceed, overtake
vuốt ve	fondle, caress
vứt 	throw away
xa	far, distant
xá	to salute, bow profoundly
xà	snake
xã	village
xả	discharge
xã hội	social, society
xa hơn	further
xa lánh	aloof
xa nhất	farthest
xà phòng	soap
xa xôi	quite far
xa xôi nhất	remotest
xác	corpse
xấc	impolite, rude and arrogant
xác chết	corpse
xác định	determine, affirm, certify
xác định vị trí	locate
xác suất	probability
xác tàu	wreck
xác ướp	mummy
xách	to carry by the handle
xách tay	hand carry, portable
xài	to spend the money, to use
xám	grey
xâm	to tatoo
xâm lược	invade
xám xịt	very gray
xăng	gasoline
xằng	unresonable, senseless, falsely, erroneously, wrongfully
xanh	green
xáo	stir up
xào	to stir-fry
xảo	artful
xảo quyệt	insidious, cunning
xát	rub
xấu	bad
xấu hố	shame, blush, ashamed
xâu thành chuỗi	strung
xấu xa	vicious
xấu xí	ugly
xay	grind
xây	building
xảy 	occur
xây dựng	construct, build, construct
xây ghép	bond
xảy ra	happen, occur
xe	vehicle
xé	rend, tear, rip
xe ba bánh	tricycle
xe buýt	bus
xe đạp	bicycle
xe đẩy	barrow
xe hơi	car
xe kéo	wagon
xe kéo trượt băng	sled
xe lăn	wheelchair
xe lửa	train
xe ngựa	chariot
xe ô tô	automobile
xe tải	truck
xe tăng	tank
xe taxi	cab
xem	look, see, watch, view
xem lại	review
xem thường	disparage, undervalue, take lightly
xem xét	observe, review
xem xét lại	review
xem, cảnh	view
xén	shear
xen kẽ	interlacing
xếp	collapsible
xếp hạng	rank
xét 	verify and review
xét xử	settle an issue
xỉ	cinder
xì hơi	deflate
xi măng	cement
xỉ nhục	dishonor, humiliate, to cause disgrace
xiết	tighten
xiêu	agreable
xiêu xiêu	leaning and agreable
xin	ask
xỉn	get hammered 
xin chào	hello
xin lỗi	sorry, apologize, excuse
xinh xắn	pretty
xịt	spray
xó	corner
xô	shove, push
xố	rush into
xồ 	aggressive stance and leap forth, to hang all out
xô đẩy	barge
xố số	lottery
xoa	rub
xoá	remove; wipe, rub out
xóa 	delete, erase
xóa bỏ	abolish
xoa dịu	salve
xoắn	twist
xoắn ốc	spiral
xoăn rậm	Afro
xoàng	two-bits
xoay 	turn, twist
xoáy nước	whirlpool
xóc	to shake
xốc	to lift up
xoè	spread wide
xối	to pour down
xới	to turn up
xóm	hamlet
xong	finish, be complete
xông	exhale, to rush
xông 	steam sauna effect, sudden bold entrance
xông khói	smoked
xốp 	plush, foamy
xót	sting, smart
xót xa	deplore
xu	sou
xứ	region
xử	handle, solve, dispose, punish (problem)
xử lý	handle, solve, dispose (problem)
xử lý kỷ luật	to discipline
xứ ở miền bắc	northland
xử sự	comport
xù xì	rough, coarse
xưa	ancient
xưa kia	old
xua tan	dispel
xuân	spring
xuân 	xuan
xuất	production; to pay out
xuất 	initiate production
xuất hiện	appear
xuất khẩu	export
xuất quỷ nhập thần	fiend, like a magician
xuất sắc	top notch, excellent
xúc 	to shovel
xúc phạm	to violate, insult
xúc tác	catalystic
xuể	manageable
xúi giục	abet
xúm	gather, cluster
xung	impulsive
xứng	matching, fitting, of same level
xứng đáng	deserve, worthy
xung đột 	conflict
xung quanh	surrounding
xước	scratch
xuôi dòng	downstream
xuống	(go)down, descend
xương	bone
xướng	originate
xưởng	factory, mill, workshop
xương 	bone
xuống dốc	downhill
xương đòn	collarbone
xương gò má	cheekbone
xương sống	backbone
xương sườn	rib
xương xẩu	bony
xuyên 	through
xuyên qua	penetrate, through
xuyên tạc	spin, distort (information)
y	he, him
ý	idea
ỷ	to depend on
ý 	idea, meaning
ý định	intention
y học	study of medicine
